,Topic 1,,,Topic 2,,,Topic 3,,,topic 4,,,topic 5,,,Topic 6,,,Topic 7,,,Topic 8,,,topic 9,,,Topic 10,,,Topic 11,,,Topic 12,,,Topic 13,,,Topic 14,,,Topic 15,,,Topic 16,,,Topic 17,,,Topic 18,,,Topic 19,,,Topic 20,,,Topic 21,,,Topic 22,,,Topic 23,,,Topic 24,,,Topic 25,,,Topic 26,,,Topic 27,,,Topic 28,,,Topic 29,,,topic 30,,,Topic 31,,,Topic 32,,,Topic 33,,,Topic 34,,,Topic 35,,,Topic 36,,,Topic 37,,,Topic 38,,,Topic 39,,,topic 40,,
,Economic Forecast,,,Company performance,,,Policy,,,global critical thinking,,,Council projects,,,FTSE,,,Politics/MPs,,,Preferences?,,,Investment,,,Fiscal Policy,,,Scottish Independence,,,Companies,,,Scottish business,,,M&A (Merge and Acquisitions),,,Stock Numbers,,,Employment,,,Art,,,Oil,,,Banking,,,Conflict,,,Brexit,,,Real Estate,,,Currency crisis,,,RAF base,,,Energy,,,Education,,,Football,,,Family,,,Farming,,,Transport,,,Retails,,,Leisure,,,Fishing industry,,,Inmigration,,,Tourism,,,Internet links,,,Whisky industry,,,Europe,,,Advertisement,,,unknown,,
Date,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion
Sep-03,6,7402,0.000810592,5,7402,0.000675493,3,7402,0.000405296,0,7402,0,4,7402,0.000540394,4,7402,0.000540394,0,7402,0,0,7402,0,3,7402,0.000405296,0,7402,0,0,7402,0,0,7402,0,0,7402,0,3,7402,0.000405296,0,7402,0,2,7402,0.000270197,0,7402,0,0,7402,0,0,7402,0,1,7402,0.000135099,0,7402,0,0,7402,0,0,7402,0,1,7402,0.000135099,0,7402,0,1,7402,0.000135099,0,7402,0,0,7402,0,1,7402,0.000135099,1,7402,0.000135099,0,7402,0,0,7402,0,0,7402,0,0,7402,0,0,7402,0,0,7402,0,0,7402,0,0,7402,0,0,7402,0,0,7402,0
Oct-03,5,8134,0.000614704,6,8134,0.000737644,2,8134,0.000245881,1,8134,0.000122941,6,8134,0.000737644,3,8134,0.000368822,3,8134,0.000368822,0,8134,0,2,8134,0.000245881,0,8134,0,0,8134,0,0,8134,0,2,8134,0.000245881,2,8134,0.000245881,0,8134,0,0,8134,0,0,8134,0,3,8134,0.000368822,0,8134,0,0,8134,0,0,8134,0,0,8134,0,1,8134,0.000122941,0,8134,0,0,8134,0,0,8134,0,1,8134,0.000122941,1,8134,0.000122941,1,8134,0.000122941,1,8134,0.000122941,0,8134,0,0,8134,0,2,8134,0.000245881,0,8134,0,0,8134,0,0,8134,0,0,8134,0,0,8134,0,0,8134,0,0,8134,0
Nov-03,2,10187,0.000196329,6,10187,0.000588986,3,10187,0.000294493,1,10187,9.81643E-05,6,10187,0.000588986,3,10187,0.000294493,3,10187,0.000294493,1,10187,9.81643E-05,0,10187,0,1,10187,9.81643E-05,0,10187,0,1,10187,9.81643E-05,0,10187,0,0,10187,0,0,10187,0,2,10187,0.000196329,4,10187,0.000392657,1,10187,9.81643E-05,2,10187,0.000196329,1,10187,9.81643E-05,0,10187,0,0,10187,0,0,10187,0,3,10187,0.000294493,0,10187,0,0,10187,0,1,10187,9.81643E-05,0,10187,0,3,10187,0.000294493,0,10187,0,0,10187,0,0,10187,0,1,10187,9.81643E-05,0,10187,0,0,10187,0,0,10187,0,0,10187,0,0,10187,0,0,10187,0,0,10187,0
Dec-03,0,7163,0,5,7163,0.000698032,1,7163,0.000139606,3,7163,0.000418819,6,7163,0.000837638,2,7163,0.000279213,1,7163,0.000139606,1,7163,0.000139606,1,7163,0.000139606,2,7163,0.000279213,0,7163,0,1,7163,0.000139606,1,7163,0.000139606,0,7163,0,0,7163,0,1,7163,0.000139606,4,7163,0.000558425,1,7163,0.000139606,1,7163,0.000139606,0,7163,0,0,7163,0,0,7163,0,0,7163,0,1,7163,0.000139606,0,7163,0,1,7163,0.000139606,1,7163,0.000139606,0,7163,0,3,7163,0.000418819,0,7163,0,0,7163,0,0,7163,0,3,7163,0.000418819,0,7163,0,1,7163,0.000139606,0,7163,0,0,7163,0,0,7163,0,0,7163,0,0,7163,0
Jan-04,7,7486,0.000935079,6,7486,0.000801496,2,7486,0.000267165,0,7486,0,8,7486,0.001068662,0,7486,0,2,7486,0.000267165,0,7486,0,3,7486,0.000400748,3,7486,0.000400748,0,7486,0,1,7486,0.000133583,0,7486,0,1,7486,0.000133583,0,7486,0,0,7486,0,1,7486,0.000133583,4,7486,0.000534331,0,7486,0,1,7486,0.000133583,0,7486,0,1,7486,0.000133583,1,7486,0.000133583,0,7486,0,0,7486,0,1,7486,0.000133583,0,7486,0,0,7486,0,3,7486,0.000400748,0,7486,0,0,7486,0,0,7486,0,0,7486,0,0,7486,0,1,7486,0.000133583,0,7486,0,0,7486,0,0,7486,0,0,7486,0,0,7486,0
Feb-04,3,7262,0.000413109,8,7262,0.001101625,3,7262,0.000413109,0,7262,0,5,7262,0.000688516,0,7262,0,2,7262,0.000275406,2,7262,0.000275406,0,7262,0,0,7262,0,0,7262,0,5,7262,0.000688516,1,7262,0.000137703,1,7262,0.000137703,0,7262,0,2,7262,0.000275406,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,3,7262,0.000413109,0,7262,0,1,7262,0.000137703,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0
Mar-04,2,8278,0.000241604,4,8278,0.000483209,0,8278,0,2,8278,0.000241604,10,8278,0.001208021,6,8278,0.000724813,2,8278,0.000241604,0,8278,0,1,8278,0.000120802,3,8278,0.000362406,0,8278,0,1,8278,0.000120802,0,8278,0,0,8278,0,0,8278,0,3,8278,0.000362406,1,8278,0.000120802,2,8278,0.000241604,0,8278,0,1,8278,0.000120802,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0,1,8278,0.000120802,1,8278,0.000120802,0,8278,0,2,8278,0.000241604,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0,0,8278,0
Apr-04,3,7656,0.00039185,1,7656,0.000130617,2,7656,0.000261233,0,7656,0,5,7656,0.000653083,1,7656,0.000130617,3,7656,0.00039185,0,7656,0,1,7656,0.000130617,1,7656,0.000130617,0,7656,0,0,7656,0,0,7656,0,2,7656,0.000261233,0,7656,0,1,7656,0.000130617,3,7656,0.00039185,1,7656,0.000130617,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,1,7656,0.000130617,0,7656,0,0,7656,0,1,7656,0.000130617,3,7656,0.00039185,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0
May-04,5,8001,0.000624922,9,8001,0.001124859,1,8001,0.000124984,2,8001,0.000249969,7,8001,0.000874891,7,8001,0.000874891,0,8001,0,0,8001,0,2,8001,0.000249969,2,8001,0.000249969,0,8001,0,0,8001,0,0,8001,0,0,8001,0,0,8001,0,2,8001,0.000249969,0,8001,0,1,8001,0.000124984,1,8001,0.000124984,2,8001,0.000249969,0,8001,0,1,8001,0.000124984,0,8001,0,1,8001,0.000124984,1,8001,0.000124984,2,8001,0.000249969,1,8001,0.000124984,0,8001,0,0,8001,0,2,8001,0.000249969,0,8001,0,0,8001,0,0,8001,0,0,8001,0,0,8001,0,0,8001,0,0,8001,0,0,8001,0,0,8001,0,0,8001,0
Jun-04,6,7855,0.000763845,3,7855,0.000381922,3,7855,0.000381922,2,7855,0.000254615,8,7855,0.00101846,4,7855,0.00050923,1,7855,0.000127307,0,7855,0,1,7855,0.000127307,1,7855,0.000127307,0,7855,0,2,7855,0.000254615,0,7855,0,0,7855,0,0,7855,0,1,7855,0.000127307,3,7855,0.000381922,5,7855,0.000636537,0,7855,0,1,7855,0.000127307,1,7855,0.000127307,2,7855,0.000254615,0,7855,0,2,7855,0.000254615,1,7855,0.000127307,0,7855,0,1,7855,0.000127307,0,7855,0,1,7855,0.000127307,0,7855,0,0,7855,0,0,7855,0,0,7855,0,0,7855,0,0,7855,0,0,7855,0,0,7855,0,0,7855,0,0,7855,0,0,7855,0
Jul-04,4,7520,0.000531915,5,7520,0.000664894,1,7520,0.000132979,1,7520,0.000132979,4,7520,0.000531915,1,7520,0.000132979,1,7520,0.000132979,2,7520,0.000265957,0,7520,0,2,7520,0.000265957,0,7520,0,0,7520,0,0,7520,0,1,7520,0.000132979,0,7520,0,2,7520,0.000265957,0,7520,0,3,7520,0.000398936,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,4,7520,0.000531915,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0,0,7520,0
Aug-04,6,7527,0.00079713,8,7527,0.00106284,0,7527,0,4,7527,0.00053142,4,7527,0.00053142,1,7527,0.000132855,0,7527,0,2,7527,0.00026571,0,7527,0,0,7527,0,0,7527,0,2,7527,0.00026571,0,7527,0,4,7527,0.00053142,0,7527,0,0,7527,0,2,7527,0.00026571,4,7527,0.00053142,1,7527,0.000132855,0,7527,0,0,7527,0,1,7527,0.000132855,0,7527,0,1,7527,0.000132855,1,7527,0.000132855,0,7527,0,0,7527,0,0,7527,0,2,7527,0.00026571,0,7527,0,0,7527,0,0,7527,0,0,7527,0,0,7527,0,0,7527,0,0,7527,0,0,7527,0,0,7527,0,0,7527,0,0,7527,0
Sep-04,7,7641,0.00091611,3,7641,0.000392619,1,7641,0.000130873,3,7641,0.000392619,5,7641,0.000654365,2,7641,0.000261746,3,7641,0.000392619,0,7641,0,0,7641,0,2,7641,0.000261746,1,7641,0.000130873,0,7641,0,0,7641,0,3,7641,0.000392619,0,7641,0,2,7641,0.000261746,1,7641,0.000130873,2,7641,0.000261746,0,7641,0,0,7641,0,1,7641,0.000130873,1,7641,0.000130873,0,7641,0,6,7641,0.000785238,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0,0,7641,0
Oct-04,6,7404,0.000810373,1,7404,0.000135062,5,7404,0.000675311,0,7404,0,4,7404,0.000540249,3,7404,0.000405186,3,7404,0.000405186,1,7404,0.000135062,1,7404,0.000135062,2,7404,0.000270124,0,7404,0,1,7404,0.000135062,1,7404,0.000135062,0,7404,0,0,7404,0,3,7404,0.000405186,1,7404,0.000135062,3,7404,0.000405186,0,7404,0,1,7404,0.000135062,0,7404,0,0,7404,0,1,7404,0.000135062,5,7404,0.000675311,0,7404,0,0,7404,0,0,7404,0,1,7404,0.000135062,2,7404,0.000270124,0,7404,0,0,7404,0,0,7404,0,0,7404,0,0,7404,0,0,7404,0,0,7404,0,0,7404,0,0,7404,0,0,7404,0,0,7404,0
Nov-04,6,7887,0.000760746,3,7887,0.000380373,2,7887,0.000253582,0,7887,0,3,7887,0.000380373,4,7887,0.000507164,2,7887,0.000253582,1,7887,0.000126791,1,7887,0.000126791,2,7887,0.000253582,0,7887,0,4,7887,0.000507164,0,7887,0,1,7887,0.000126791,0,7887,0,2,7887,0.000253582,0,7887,0,2,7887,0.000253582,0,7887,0,0,7887,0,0,7887,0,0,7887,0,1,7887,0.000126791,0,7887,0,0,7887,0,0,7887,0,0,7887,0,0,7887,0,1,7887,0.000126791,0,7887,0,0,7887,0,0,7887,0,1,7887,0.000126791,0,7887,0,0,7887,0,0,7887,0,0,7887,0,0,7887,0,0,7887,0,0,7887,0
Dec-04,9,7124,0.001263335,3,7124,0.000421112,0,7124,0,3,7124,0.000421112,3,7124,0.000421112,4,7124,0.000561482,0,7124,0,1,7124,0.000140371,1,7124,0.000140371,5,7124,0.000701853,0,7124,0,0,7124,0,2,7124,0.000280741,2,7124,0.000280741,0,7124,0,0,7124,0,0,7124,0,0,7124,0,1,7124,0.000140371,0,7124,0,0,7124,0,0,7124,0,0,7124,0,4,7124,0.000561482,0,7124,0,1,7124,0.000140371,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0,0,7124,0
Jan-05,4,7262,0.000550812,2,7262,0.000275406,0,7262,0,1,7262,0.000137703,5,7262,0.000688516,3,7262,0.000413109,2,7262,0.000275406,1,7262,0.000137703,0,7262,0,0,7262,0,0,7262,0,0,7262,0,1,7262,0.000137703,0,7262,0,0,7262,0,2,7262,0.000275406,0,7262,0,1,7262,0.000137703,0,7262,0,3,7262,0.000413109,0,7262,0,0,7262,0,0,7262,0,1,7262,0.000137703,0,7262,0,1,7262,0.000137703,0,7262,0,0,7262,0,2,7262,0.000275406,0,7262,0,0,7262,0,0,7262,0,1,7262,0.000137703,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0,0,7262,0
Feb-05,10,7159,0.001396843,2,7159,0.000279369,1,7159,0.000139684,3,7159,0.000419053,4,7159,0.000558737,3,7159,0.000419053,1,7159,0.000139684,0,7159,0,3,7159,0.000419053,1,7159,0.000139684,0,7159,0,2,7159,0.000279369,0,7159,0,0,7159,0,0,7159,0,0,7159,0,1,7159,0.000139684,0,7159,0,1,7159,0.000139684,0,7159,0,0,7159,0,1,7159,0.000139684,0,7159,0,0,7159,0,0,7159,0,0,7159,0,1,7159,0.000139684,0,7159,0,2,7159,0.000279369,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0
Mar-05,7,8067,0.000867733,0,8067,0,1,8067,0.000123962,2,8067,0.000247924,3,8067,0.000371885,3,8067,0.000371885,2,8067,0.000247924,1,8067,0.000123962,0,8067,0,1,8067,0.000123962,0,8067,0,0,8067,0,0,8067,0,1,8067,0.000123962,0,8067,0,1,8067,0.000123962,0,8067,0,2,8067,0.000247924,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0,1,8067,0.000123962,0,8067,0,0,8067,0,0,8067,0,0,8067,0,3,8067,0.000371885,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0,0,8067,0
Apr-05,5,7408,0.000674946,2,7408,0.000269978,1,7408,0.000134989,3,7408,0.000404968,4,7408,0.000539957,2,7408,0.000269978,8,7408,0.001079914,0,7408,0,1,7408,0.000134989,0,7408,0,0,7408,0,0,7408,0,0,7408,0,1,7408,0.000134989,0,7408,0,3,7408,0.000404968,0,7408,0,0,7408,0,0,7408,0,0,7408,0,0,7408,0,1,7408,0.000134989,0,7408,0,2,7408,0.000269978,0,7408,0,0,7408,0,1,7408,0.000134989,1,7408,0.000134989,1,7408,0.000134989,0,7408,0,1,7408,0.000134989,0,7408,0,0,7408,0,0,7408,0,1,7408,0.000134989,0,7408,0,0,7408,0,0,7408,0,0,7408,0,0,7408,0
May-05,11,8099,0.001358192,5,8099,0.00061736,1,8099,0.000123472,2,8099,0.000246944,5,8099,0.00061736,2,8099,0.000246944,4,8099,0.000493888,1,8099,0.000123472,3,8099,0.000370416,0,8099,0,0,8099,0,1,8099,0.000123472,0,8099,0,1,8099,0.000123472,0,8099,0,2,8099,0.000246944,1,8099,0.000123472,0,8099,0,1,8099,0.000123472,0,8099,0,0,8099,0,0,8099,0,1,8099,0.000123472,0,8099,0,1,8099,0.000123472,0,8099,0,1,8099,0.000123472,0,8099,0,1,8099,0.000123472,0,8099,0,0,8099,0,0,8099,0,0,8099,0,0,8099,0,0,8099,0,0,8099,0,0,8099,0,0,8099,0,0,8099,0,0,8099,0
Jun-05,8,7846,0.001019628,3,7846,0.00038236,1,7846,0.000127453,1,7846,0.000127453,1,7846,0.000127453,2,7846,0.000254907,4,7846,0.000509814,0,7846,0,1,7846,0.000127453,2,7846,0.000254907,0,7846,0,0,7846,0,0,7846,0,1,7846,0.000127453,0,7846,0,1,7846,0.000127453,1,7846,0.000127453,0,7846,0,0,7846,0,6,7846,0.000764721,0,7846,0,1,7846,0.000127453,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0,1,7846,0.000127453,1,7846,0.000127453,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0,0,7846,0
Jul-05,9,7292,0.001234229,3,7292,0.00041141,1,7292,0.000137137,2,7292,0.000274273,2,7292,0.000274273,5,7292,0.000685683,0,7292,0,0,7292,0,3,7292,0.00041141,1,7292,0.000137137,0,7292,0,1,7292,0.000137137,1,7292,0.000137137,0,7292,0,0,7292,0,1,7292,0.000137137,0,7292,0,0,7292,0,1,7292,0.000137137,1,7292,0.000137137,0,7292,0,1,7292,0.000137137,0,7292,0,1,7292,0.000137137,0,7292,0,0,7292,0,1,7292,0.000137137,0,7292,0,0,7292,0,0,7292,0,0,7292,0,0,7292,0,2,7292,0.000274273,0,7292,0,0,7292,0,0,7292,0,0,7292,0,0,7292,0,0,7292,0,0,7292,0
Aug-05,4,7569,0.000528471,1,7569,0.000132118,1,7569,0.000132118,3,7569,0.000396354,2,7569,0.000264236,2,7569,0.000264236,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,1,7569,0.000132118,0,7569,0,3,7569,0.000396354,0,7569,0,0,7569,0,1,7569,0.000132118,3,7569,0.000396354,1,7569,0.000132118,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,1,7569,0.000132118,1,7569,0.000132118,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0,0,7569,0
Sep-05,4,7857,0.0005091,3,7857,0.000381825,2,7857,0.00025455,3,7857,0.000381825,3,7857,0.000381825,0,7857,0,2,7857,0.00025455,1,7857,0.000127275,1,7857,0.000127275,2,7857,0.00025455,0,7857,0,1,7857,0.000127275,0,7857,0,0,7857,0,0,7857,0,2,7857,0.00025455,0,7857,0,4,7857,0.0005091,0,7857,0,0,7857,0,0,7857,0,1,7857,0.000127275,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,1,7857,0.000127275,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0,0,7857,0
Oct-05,10,8159,0.00122564,1,8159,0.000122564,0,8159,0,0,8159,0,2,8159,0.000245128,1,8159,0.000122564,2,8159,0.000245128,0,8159,0,6,8159,0.000735384,1,8159,0.000122564,0,8159,0,0,8159,0,1,8159,0.000122564,0,8159,0,0,8159,0,1,8159,0.000122564,1,8159,0.000122564,2,8159,0.000245128,0,8159,0,0,8159,0,0,8159,0,0,8159,0,0,8159,0,1,8159,0.000122564,1,8159,0.000122564,1,8159,0.000122564,1,8159,0.000122564,0,8159,0,2,8159,0.000245128,0,8159,0,0,8159,0,0,8159,0,2,8159,0.000245128,0,8159,0,0,8159,0,0,8159,0,0,8159,0,0,8159,0,0,8159,0,0,8159,0
Nov-05,3,7364,0.000407387,3,7364,0.000407387,1,7364,0.000135796,1,7364,0.000135796,2,7364,0.000271592,1,7364,0.000135796,0,7364,0,0,7364,0,3,7364,0.000407387,1,7364,0.000135796,0,7364,0,1,7364,0.000135796,0,7364,0,2,7364,0.000271592,0,7364,0,4,7364,0.000543183,1,7364,0.000135796,1,7364,0.000135796,1,7364,0.000135796,0,7364,0,0,7364,0,0,7364,0,1,7364,0.000135796,2,7364,0.000271592,1,7364,0.000135796,0,7364,0,0,7364,0,0,7364,0,0,7364,0,0,7364,0,1,7364,0.000135796,0,7364,0,1,7364,0.000135796,0,7364,0,0,7364,0,0,7364,0,0,7364,0,0,7364,0,0,7364,0,0,7364,0
Dec-05,3,7171,0.000418352,3,7171,0.000418352,2,7171,0.000278901,1,7171,0.000139451,5,7171,0.000697253,0,7171,0,3,7171,0.000418352,0,7171,0,0,7171,0,2,7171,0.000278901,0,7171,0,1,7171,0.000139451,0,7171,0,0,7171,0,0,7171,0,0,7171,0,2,7171,0.000278901,4,7171,0.000557802,0,7171,0,2,7171,0.000278901,0,7171,0,1,7171,0.000139451,0,7171,0,1,7171,0.000139451,1,7171,0.000139451,1,7171,0.000139451,0,7171,0,0,7171,0,2,7171,0.000278901,0,7171,0,0,7171,0,0,7171,0,0,7171,0,0,7171,0,0,7171,0,0,7171,0,0,7171,0,0,7171,0,0,7171,0,0,7171,0
Jan-06,8,7159,0.001117475,3,7159,0.000419053,1,7159,0.000139684,1,7159,0.000139684,1,7159,0.000139684,2,7159,0.000279369,2,7159,0.000279369,1,7159,0.000139684,1,7159,0.000139684,0,7159,0,0,7159,0,0,7159,0,0,7159,0,1,7159,0.000139684,0,7159,0,2,7159,0.000279369,0,7159,0,5,7159,0.000698422,0,7159,0,2,7159,0.000279369,0,7159,0,0,7159,0,1,7159,0.000139684,1,7159,0.000139684,0,7159,0,0,7159,0,0,7159,0,0,7159,0,2,7159,0.000279369,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0,0,7159,0
Feb-06,1,8066,0.000123977,2,8066,0.000247954,1,8066,0.000123977,3,8066,0.000371932,3,8066,0.000371932,0,8066,0,0,8066,0,1,8066,0.000123977,0,8066,0,1,8066,0.000123977,1,8066,0.000123977,3,8066,0.000371932,0,8066,0,1,8066,0.000123977,0,8066,0,0,8066,0,1,8066,0.000123977,2,8066,0.000247954,1,8066,0.000123977,1,8066,0.000123977,0,8066,0,0,8066,0,0,8066,0,1,8066,0.000123977,1,8066,0.000123977,0,8066,0,1,8066,0.000123977,0,8066,0,4,8066,0.000495909,0,8066,0,0,8066,0,0,8066,0,0,8066,0,0,8066,0,0,8066,0,0,8066,0,0,8066,0,0,8066,0,0,8066,0,0,8066,0
Mar-06,2,8663,0.000230867,0,8663,0,2,8663,0.000230867,2,8663,0.000230867,3,8663,0.0003463,2,8663,0.000230867,1,8663,0.000115433,0,8663,0,1,8663,0.000115433,7,8663,0.000808034,0,8663,0,0,8663,0,2,8663,0.000230867,1,8663,0.000115433,0,8663,0,1,8663,0.000115433,0,8663,0,0,8663,0,0,8663,0,0,8663,0,1,8663,0.000115433,0,8663,0,0,8663,0,1,8663,0.000115433,1,8663,0.000115433,0,8663,0,1,8663,0.000115433,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0,0,8663,0
Apr-06,0,7894,0,1,7894,0.000126678,1,7894,0.000126678,1,7894,0.000126678,1,7894,0.000126678,0,7894,0,0,7894,0,1,7894,0.000126678,2,7894,0.000253357,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,1,7894,0.000126678,1,7894,0.000126678,4,7894,0.000506714,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,2,7894,0.000253357,1,7894,0.000126678,1,7894,0.000126678,0,7894,0,1,7894,0.000126678,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0,0,7894,0
May-06,6,9176,0.00065388,2,9176,0.00021796,5,9176,0.0005449,2,9176,0.00021796,5,9176,0.0005449,2,9176,0.00021796,1,9176,0.00010898,0,9176,0,7,9176,0.00076286,2,9176,0.00021796,0,9176,0,2,9176,0.00021796,0,9176,0,2,9176,0.00021796,0,9176,0,0,9176,0,2,9176,0.00021796,3,9176,0.00032694,1,9176,0.00010898,0,9176,0,0,9176,0,1,9176,0.00010898,0,9176,0,0,9176,0,3,9176,0.00032694,1,9176,0.00010898,0,9176,0,0,9176,0,1,9176,0.00010898,0,9176,0,0,9176,0,0,9176,0,0,9176,0,0,9176,0,0,9176,0,0,9176,0,0,9176,0,0,9176,0,0,9176,0,0,9176,0
Jun-06,13,8732,0.001488777,0,8732,0,3,8732,0.000343564,3,8732,0.000343564,9,8732,0.001030692,5,8732,0.000572607,0,8732,0,1,8732,0.000114521,0,8732,0,1,8732,0.000114521,1,8732,0.000114521,0,8732,0,1,8732,0.000114521,4,8732,0.000458085,0,8732,0,2,8732,0.000229043,3,8732,0.000343564,2,8732,0.000229043,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0,2,8732,0.000229043,1,8732,0.000114521,1,8732,0.000114521,0,8732,0,2,8732,0.000229043,1,8732,0.000114521,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0,0,8732,0
Jul-06,14,8071,0.001734605,3,8071,0.000371701,3,8071,0.000371701,1,8071,0.0001239,3,8071,0.000371701,3,8071,0.000371701,0,8071,0,0,8071,0,2,8071,0.000247801,1,8071,0.0001239,0,8071,0,0,8071,0,1,8071,0.0001239,1,8071,0.0001239,0,8071,0,2,8071,0.000247801,1,8071,0.0001239,7,8071,0.000867303,0,8071,0,0,8071,0,0,8071,0,0,8071,0,0,8071,0,1,8071,0.0001239,1,8071,0.0001239,1,8071,0.0001239,0,8071,0,0,8071,0,0,8071,0,0,8071,0,0,8071,0,0,8071,0,0,8071,0,0,8071,0,1,8071,0.0001239,0,8071,0,0,8071,0,0,8071,0,0,8071,0,0,8071,0
Aug-06,11,8436,0.001303936,2,8436,0.000237079,0,8436,0,3,8436,0.000355619,0,8436,0,0,8436,0,3,8436,0.000355619,0,8436,0,1,8436,0.00011854,1,8436,0.00011854,0,8436,0,1,8436,0.00011854,0,8436,0,0,8436,0,0,8436,0,1,8436,0.00011854,0,8436,0,1,8436,0.00011854,1,8436,0.00011854,1,8436,0.00011854,0,8436,0,0,8436,0,0,8436,0,0,8436,0,0,8436,0,1,8436,0.00011854,0,8436,0,0,8436,0,2,8436,0.000237079,1,8436,0.00011854,0,8436,0,0,8436,0,0,8436,0,0,8436,0,0,8436,0,0,8436,0,0,8436,0,0,8436,0,0,8436,0,0,8436,0
